x,y,RSSIA,RSSIB,RSSIC,RP
2.77,0.64,52,30,43,B3
3.88,3.17,49,53,48,C4
1.66,1.9,45,42,66,B1
2.77,1.9,43,41,59,B4
0.55,0.64,55,51,49,A1
0.55,3.17,49,52,54,A3
1.66,3.17,49,54,73,B2
3.88,0.64,12,43,54,C2
1.66,0.64,54,60,46,A4
3.88,1.9,54,21,52,C3
2.77,3.17,56,53,47,C1
2.77,1.9,57,43,38,B4
2.77,3.17,53,46,52,C1
2.77,3.17,44,39,57,C1
2.77,0.64,57,63,47,B3
1.66,1.9,55,45,47,B1
3.88,3.17,47,49,75,C4
1.66,0.64,55,55,38,A4
2.77,1.9,41,47,57,B4
2.77,1.9,59,42,51,B4
3.88,0.64,43,34,65,C2
1.66,0.64,54,41,72,A4
3.88,3.17,57,51,35,C4
0.55,3.17,42,51,47,A3
0.55,0.64,45,39,56,A1
3.88,0.64,43,28,62,C2
1.66,1.9,54,49,38,B1
2.77,3.17,58,42,75,C1
2.77,1.9,61,38,38,B4
3.88,3.17,60,53,59,C4
1.66,3.17,56,52,49,B2
2.77,0.64,51,58,68,B3
3.88,1.9,45,56,62,C3
2.77,1.9,53,45,50,B4
2.77,0.64,48,42,61,B3
3.88,0.64,57,43,76,C2
2.77,3.17,52,48,58,C1
2.77,3.17,45,57,57,C1
0.55,1.9,51,46,58,A2
2.77,1.9,55,48,56,B4
0.55,0.64,53,53,41,A1
1.66,3.17,35,43,44,B2
0.55,3.17,60,58,63,A3
1.66,0.64,48,62,29,A4
3.88,1.9,56,48,46,C3
2.77,3.17,54,63,50,C1
3.88,1.9,57,47,53,C3
1.66,1.9,59,40,63,B1
1.66,0.64,55,55,30,A4
3.88,1.9,59,45,68,C3
3.88,0.64,43,53,56,C2
1.66,1.9,32,45,60,B1
3.88,1.9,44,47,40,C3
3.88,3.17,41,54,45,C4
0.55,0.64,57,46,37,A1
0.55,1.9,55,45,57,A2
0.55,1.9,55,53,50,A2
3.88,1.9,53,42,33,C3
0.55,0.64,43,52,55,A1
3.88,0.64,50,60,54,C2
2.77,3.17,32,48,37,C1
2.77,0.64,46,20,69,B3
1.66,3.17,53,59,63,B2
1.66,0.64,43,38,53,A4
3.88,1.9,42,46,57,C3
1.66,1.9,49,40,60,B1
0.55,1.9,58,47,59,A2
3.88,3.17,42,47,53,C4
0.55,3.17,45,70,78,A3
3.88,1.9,55,46,44,C3
0.55,0.64,58,51,58,A1
3.88,0.64,42,39,56,C2
3.88,0.64,59,27,47,C2
0.55,1.9,44,37,54,A2
1.66,0.64,49,43,65,A4
0.55,3.17,58,44,57,A3
0.55,3.17,49,49,25,A3
1.66,3.17,40,49,36,B2
1.66,1.9,60,53,60,B1
0.55,3.17,55,49,63,A3
0.55,3.17,56,43,53,A3
1.66,3.17,53,73,53,B2
1.66,3.17,48,28,42,B2
1.66,0.64,59,53,49,A4
3.88,1.9,43,42,63,C3
3.88,0.64,11,54,50,C2
2.77,0.64,44,34,57,B3
1.66,0.64,16,42,60,A4
0.55,1.9,38,47,45,A2
1.66,1.9,57,40,60,B1
0.55,1.9,57,51,51,A2
3.88,0.64,53,39,49,C2
3.88,0.64,58,64,56,C2
2.77,3.17,24,40,48,C1
3.88,0.64,50,44,43,C2
2.77,1.9,59,33,43,B4
1.66,3.17,34,52,72,B2
1.66,0.64,49,46,69,A4
1.66,3.17,58,60,33,B2
1.66,0.64,50,43,42,A4
2.77,3.17,43,41,43,C1
3.88,0.64,48,40,54,C2
0.55,1.9,16,39,53,A2
0.55,3.17,54,40,53,A3
3.88,0.64,53,39,59,C2
0.55,1.9,47,47,52,A2
1.66,0.64,56,47,34,A4
1.66,1.9,50,49,49,B1
3.88,3.17,35,53,48,C4
0.55,1.9,61,45,63,A2
1.66,3.17,60,42,57,B2
0.55,0.64,52,39,50,A1
1.66,3.17,52,27,46,B2
0.55,1.9,58,38,55,A2
2.77,0.64,38,31,53,B3
2.77,3.17,33,53,49,C1
0.55,3.17,54,47,62,A3
3.88,0.64,57,55,55,C2
0.55,0.64,58,30,65,A1
0.55,1.9,50,52,41,A2
0.55,1.9,54,45,58,A2
3.88,3.17,51,38,57,C4
1.66,0.64,44,41,53,A4
0.55,3.17,56,48,60,A3
2.77,0.64,58,43,54,B3
1.66,3.17,50,68,58,B2
0.55,0.64,41,57,58,A1
0.55,0.64,37,48,56,A1
3.88,1.9,37,38,61,C3
0.55,1.9,46,63,44,A2
1.66,1.9,47,53,53,B1
1.66,3.17,40,54,47,B2
1.66,3.17,59,60,34,B2
3.88,0.64,45,41,52,C2
3.88,1.9,55,35,52,C3
1.66,0.64,47,28,57,A4
3.88,0.64,39,50,61,C2
3.88,3.17,53,52,43,C4
2.77,1.9,47,44,49,B4
1.66,0.64,56,24,55,A4
2.77,0.64,39,63,47,B3
3.88,3.17,32,48,48,C4
0.55,0.64,44,49,62,A1
3.88,1.9,52,45,53,C3
2.77,3.17,39,50,42,C1
3.88,3.17,46,47,58,C4
3.88,0.64,45,47,50,C2
1.66,3.17,50,50,51,B2
1.66,0.64,36,47,55,A4
0.55,0.64,60,63,72,A1
1.66,3.17,53,46,45,B2
1.66,0.64,41,53,38,A4
2.77,1.9,37,47,55,B4
3.88,3.17,51,36,51,C4
0.55,1.9,56,54,55,A2
3.88,1.9,44,62,48,C3
3.88,0.64,40,58,43,C2
0.55,3.17,57,60,32,A3
3.88,0.64,49,59,28,C2
2.77,3.17,42,41,68,C1
1.66,3.17,58,50,55,B2
3.88,3.17,49,49,58,C4
3.88,3.17,59,45,61,C4
1.66,3.17,58,43,60,B2
1.66,1.9,47,48,58,B1
0.55,1.9,34,46,44,A2
2.77,1.9,50,48,39,B4
0.55,3.17,56,37,65,A3
1.66,3.17,56,56,57,B2
3.88,1.9,56,43,50,C3
0.55,3.17,60,51,47,A3
0.55,0.64,45,51,58,A1
1.66,0.64,43,41,61,A4
1.66,0.64,51,46,42,A4
3.88,3.17,52,43,43,C4
0.55,1.9,56,49,60,A2
3.88,3.17,33,46,42,C4
2.77,1.9,32,39,59,B4
3.88,0.64,55,49,36,C2
3.88,0.64,45,52,43,C2
1.66,0.64,38,52,50,A4
1.66,0.64,47,58,59,A4
0.55,0.64,53,48,44,A1
2.77,0.64,53,43,41,B3
3.88,0.64,22,35,47,C2
2.77,1.9,61,51,47,B4
0.55,1.9,46,40,51,A2
1.66,0.64,40,51,61,A4
1.66,1.9,53,68,48,B1
3.88,0.64,48,46,60,C2
1.66,3.17,52,56,33,B2
3.88,0.64,46,54,60,C2
1.66,0.64,43,47,55,A4
2.77,3.17,60,44,78,C1
1.66,3.17,46,52,54,B2
1.66,3.17,59,48,49,B2
3.88,3.17,56,55,47,C4
3.88,3.17,56,52,45,C4
0.55,1.9,59,47,47,A2
0.55,3.17,47,31,42,A3
1.66,3.17,44,38,76,B2
1.66,0.64,50,41,46,A4
3.88,1.9,58,44,53,C3
0.55,1.9,40,50,71,A2
0.55,1.9,50,62,67,A2
3.88,0.64,52,43,54,C2
2.77,0.64,47,50,42,B3
1.66,1.9,51,43,59,B1
1.66,3.17,30,43,55,B2
3.88,0.64,56,51,51,C2
2.77,3.17,52,45,76,C1
3.88,3.17,56,47,70,C4
2.77,1.9,55,56,32,B4
1.66,3.17,57,42,55,B2
2.77,1.9,58,48,53,B4
3.88,1.9,53,52,44,C3
0.55,1.9,51,55,42,A2
1.66,0.64,41,41,58,A4
1.66,3.17,33,46,56,B2
2.77,3.17,48,42,62,C1
3.88,1.9,54,45,70,C3
1.66,3.17,49,25,54,B2
2.77,3.17,54,54,73,C1
3.88,3.17,35,50,38,C4
3.88,1.9,35,45,53,C3
0.55,3.17,42,49,62,A3
3.88,1.9,57,27,61,C3
2.77,0.64,55,65,56,B3
2.77,3.17,53,41,48,C1
0.55,0.64,58,39,57,A1
0.55,0.64,43,37,59,A1
1.66,1.9,48,42,53,B1
0.55,3.17,58,54,34,A3
1.66,0.64,52,39,64,A4
1.66,0.64,48,31,63,A4
0.55,0.64,44,53,51,A1
3.88,1.9,38,43,47,C3
0.55,0.64,50,39,33,A1
0.55,3.17,49,46,39,A3
3.88,0.64,51,46,63,C2
3.88,1.9,55,54,64,C3
0.55,1.9,46,47,54,A2
3.88,3.17,53,48,58,C4
3.88,1.9,60,70,40,C3
0.55,0.64,50,50,42,A1
1.66,3.17,54,35,38,B2
1.66,3.17,57,32,34,B2
2.77,1.9,42,61,55,B4
2.77,1.9,49,42,72,B4
3.88,1.9,58,44,57,C3
3.88,0.64,61,50,61,C2
1.66,3.17,57,44,50,B2
0.55,3.17,60,56,37,A3
0.55,0.64,51,27,47,A1
3.88,1.9,49,57,54,C3
2.77,0.64,50,62,37,B3
1.66,3.17,47,46,55,B2
3.88,3.17,51,60,78,C4
3.88,3.17,53,52,55,C4
0.55,1.9,34,38,51,A2
3.88,1.9,45,65,28,C3
1.66,0.64,55,60,45,A4
0.55,0.64,47,42,57,A1
3.88,0.64,44,61,49,C2
0.55,0.64,56,44,67,A1
1.66,0.64,53,58,39,A4
2.77,3.17,48,44,41,C1
3.88,3.17,44,50,56,C4
0.55,1.9,42,49,53,A2
2.77,0.64,32,43,52,B3
2.77,0.64,52,46,33,B3
2.77,3.17,52,50,47,C1
3.88,3.17,34,45,47,C4
3.88,0.64,57,48,68,C2
3.88,3.17,58,53,37,C4
0.55,3.17,52,62,52,A3
2.77,1.9,44,42,62,B4
3.88,1.9,49,44,51,C3
2.77,0.64,48,62,47,B3
0.55,1.9,58,67,39,A2
2.77,0.64,49,38,53,B3
1.66,3.17,53,46,53,B2
0.55,0.64,52,51,59,A1
3.88,0.64,26,48,49,C2
3.88,1.9,43,61,57,C3
1.66,3.17,52,51,58,B2
0.55,1.9,50,39,64,A2
0.55,0.64,58,62,40,A1
1.66,3.17,45,41,60,B2
0.55,1.9,57,41,62,A2
1.66,0.64,57,40,60,A4
1.66,3.17,49,59,51,B2
1.66,1.9,55,45,47,B1
0.55,1.9,56,44,50,A2
0.55,1.9,58,46,48,A2
0.55,3.17,44,39,60,A3
0.55,0.64,57,51,52,A1
2.77,0.64,49,46,64,B3
3.88,3.17,49,42,58,C4
0.55,1.9,49,42,57,A2
3.88,0.64,55,42,62,C2
2.77,1.9,46,49,56,B4
2.77,3.17,58,47,56,C1
1.66,1.9,41,41,46,B1
2.77,3.17,56,47,46,C1
3.88,1.9,59,53,57,C3
0.55,3.17,53,52,41,A3
3.88,1.9,25,38,78,C3
0.55,0.64,51,35,28,A1
2.77,1.9,53,53,28,B4
0.55,1.9,54,39,63,A2
2.77,1.9,51,51,27,B4
3.88,3.17,59,45,63,C4
2.77,3.17,60,44,53,C1
0.55,1.9,45,62,76,A2
3.88,3.17,58,59,46,C4
2.77,1.9,45,61,55,B4
2.77,0.64,44,43,73,B3
0.55,1.9,44,50,50,A2
0.55,0.64,53,36,62,A1
1.66,3.17,39,51,44,B2
0.55,1.9,44,71,51,A2
1.66,3.17,54,59,59,B2
3.88,1.9,48,44,63,C3
1.66,1.9,48,40,56,B1
2.77,1.9,47,62,36,B4
1.66,1.9,57,45,63,B1
1.66,3.17,40,55,59,B2
3.88,0.64,46,48,54,C2
0.55,1.9,45,45,38,A2
1.66,1.9,56,49,44,B1
0.55,0.64,56,41,56,A1
1.66,0.64,47,47,56,A4
3.88,1.9,46,44,58,C3
3.88,0.64,47,72,35,C2
2.77,1.9,37,44,58,B4
1.66,0.64,49,46,55,A4
2.77,0.64,46,51,38,B3
3.88,3.17,60,32,63,C4
0.55,3.17,47,42,59,A3
1.66,3.17,59,47,47,B2
2.77,0.64,57,63,51,B3
2.77,0.64,47,28,46,B3
3.88,1.9,52,43,51,C3
1.66,1.9,61,45,58,B1
1.66,1.9,54,51,67,B1
1.66,1.9,30,45,49,B1
2.77,3.17,48,37,54,C1
1.66,1.9,49,45,58,B1
3.88,1.9,39,42,69,C3
2.77,3.17,58,52,48,C1
3.88,3.17,53,40,56,C4
0.55,0.64,35,44,39,A1
3.88,1.9,57,25,77,C3
0.55,0.64,33,40,47,A1
3.88,3.17,57,56,55,C4
3.88,1.9,54,45,51,C3
0.55,0.64,60,33,37,A1
3.88,0.64,58,37,41,C2
1.66,0.64,50,52,57,A4
0.55,3.17,59,42,55,A3
3.88,0.64,42,51,57,C2
3.88,1.9,49,38,48,C3
3.88,0.64,44,42,58,C2
2.77,0.64,53,56,40,B3
0.55,3.17,33,46,50,A3
3.88,0.64,47,64,53,C2
3.88,0.64,46,38,76,C2
3.88,3.17,35,45,37,C4
2.77,3.17,48,65,55,C1
2.77,3.17,16,48,55,C1
3.88,3.17,53,70,57,C4
1.66,0.64,41,43,59,A4
0.55,1.9,60,45,25,A2
1.66,3.17,59,61,38,B2
1.66,0.64,58,49,41,A4
3.88,0.64,43,38,67,C2
0.55,0.64,53,53,76,A1
3.88,1.9,47,38,73,C3
1.66,0.64,57,51,62,A4
0.55,3.17,54,26,53,A3
2.77,0.64,55,40,39,B3
1.66,3.17,57,57,52,B2
2.77,0.64,58,34,58,B3
1.66,3.17,60,47,54,B2
0.55,0.64,58,55,51,A1
2.77,0.64,48,45,54,B3
3.88,3.17,44,47,51,C4
3.88,1.9,41,50,31,C3
0.55,1.9,53,46,51,A2
2.77,0.64,52,59,53,B3
0.55,3.17,56,56,56,A3
0.55,1.9,50,36,40,A2
3.88,1.9,55,39,38,C3
2.77,0.64,48,38,49,B3
1.66,0.64,57,40,40,A4
1.66,1.9,37,30,56,B1
1.66,3.17,53,63,63,B2
2.77,3.17,46,45,76,C1
0.55,1.9,43,44,54,A2
1.66,1.9,57,51,63,B1
1.66,0.64,40,45,58,A4
1.66,0.64,43,52,41,A4
0.55,3.17,56,44,53,A3
0.55,1.9,44,25,42,A2
1.66,3.17,5,39,57,B2
0.55,3.17,54,39,32,A3
0.55,1.9,49,40,49,A2
0.55,3.17,47,51,44,A3
1.66,1.9,37,49,57,B1
2.77,3.17,51,54,65,C1
1.66,1.9,57,50,48,B1
3.88,1.9,56,48,34,C3
1.66,0.64,49,46,53,A4
2.77,1.9,58,51,62,B4
0.55,0.64,37,45,50,A1
0.55,0.64,52,45,65,A1
2.77,1.9,45,50,37,B4
0.55,0.64,45,51,63,A1
1.66,0.64,53,42,58,A4
3.88,3.17,59,53,52,C4
3.88,0.64,45,66,48,C2
1.66,0.64,51,53,57,A4
2.77,1.9,47,62,50,B4
2.77,0.64,50,43,50,B3
0.55,0.64,54,55,52,A1
0.55,1.9,46,31,71,A2
0.55,0.64,59,52,63,A1
0.55,0.64,41,52,55,A1
2.77,1.9,46,44,58,B4
1.66,3.17,53,47,39,B2
2.77,3.17,47,47,48,C1
3.88,3.17,55,50,60,C4
0.55,1.9,42,43,58,A2
1.66,1.9,40,34,63,B1
0.55,3.17,59,51,53,A3
3.88,0.64,56,46,53,C2
2.77,3.17,57,48,52,C1
0.55,3.17,37,37,59,A3
2.77,3.17,34,52,72,C1
3.88,1.9,55,45,54,C3
1.66,3.17,60,47,30,B2
3.88,0.64,42,47,38,C2
0.55,1.9,52,50,52,A2
2.77,3.17,57,57,52,C1
1.66,0.64,38,47,63,A4
0.55,3.17,38,57,54,A3
3.88,0.64,22,54,58,C2
0.55,0.64,30,49,52,A1
0.55,3.17,58,31,62,A3
1.66,3.17,45,55,62,B2
2.77,3.17,57,46,53,C1
3.88,0.64,59,50,61,C2
1.66,3.17,53,39,77,B2
3.88,3.17,45,41,58,C4
1.66,0.64,55,52,49,A4
0.55,3.17,54,52,30,A3
2.77,0.64,50,39,58,B3
0.55,1.9,53,46,62,A2
0.55,1.9,29,61,46,A2
1.66,0.64,46,64,59,A4
1.66,0.64,61,61,62,A4
1.66,1.9,48,58,53,B1
2.77,0.64,56,44,46,B3
0.55,1.9,43,63,49,A2
0.55,3.17,46,42,55,A3
3.88,3.17,60,61,46,C4
2.77,0.64,32,43,40,B3
3.88,3.17,43,26,35,C4
3.88,3.17,59,44,57,C4
2.77,3.17,52,42,67,C1
0.55,3.17,55,48,61,A3
1.66,1.9,43,34,31,B1
1.66,3.17,52,50,62,B2
2.77,3.17,44,54,53,C1
0.55,3.17,55,39,29,A3
2.77,0.64,61,53,49,B3
3.88,0.64,56,49,50,C2
1.66,1.9,51,39,64,B1
1.66,0.64,35,50,32,A4
1.66,0.64,49,28,63,A4
1.66,0.64,54,55,48,A4
2.77,0.64,59,53,31,B3
0.55,3.17,57,52,57,A3
1.66,0.64,43,35,61,A4
1.66,1.9,29,56,62,B1
3.88,0.64,48,46,47,C2
0.55,0.64,34,60,57,A1
3.88,1.9,54,66,38,C3
2.77,0.64,50,48,51,B3
3.88,3.17,43,42,34,C4
1.66,0.64,54,59,49,A4
0.55,3.17,47,42,46,A3
3.88,3.17,45,40,55,C4
0.55,0.64,55,44,50,A1
1.66,3.17,52,48,45,B2
1.66,3.17,53,50,65,B2
1.66,0.64,58,47,58,A4
0.55,1.9,60,60,57,A2
3.88,0.64,52,45,54,C2
1.66,1.9,55,48,51,B1
0.55,0.64,49,57,63,A1
3.88,0.64,47,23,60,C2
2.77,3.17,52,48,59,C1
1.66,0.64,54,39,50,A4
1.66,3.17,47,54,46,B2
1.66,3.17,48,54,71,B2
1.66,0.64,56,52,60,A4
1.66,0.64,46,41,69,A4
0.55,0.64,57,50,36,A1
3.88,0.64,50,45,47,C2
0.55,3.17,49,49,55,A3
0.55,1.9,47,46,64,A2
0.55,3.17,51,40,52,A3
3.88,1.9,59,39,55,C3
3.88,0.64,50,45,69,C2
1.66,1.9,49,48,46,B1
3.88,1.9,51,51,70,C3
2.77,0.64,51,54,40,B3
3.88,0.64,44,48,52,C2
3.88,1.9,41,67,53,C3
2.77,0.64,44,45,47,B3
0.55,0.64,58,46,57,A1
3.88,3.17,52,33,60,C4
3.88,3.17,44,38,71,C4
3.88,3.17,58,50,51,C4
3.88,3.17,52,36,63,C4
3.88,3.17,49,46,55,C4
3.88,3.17,42,48,45,C4
1.66,0.64,61,41,74,A4
1.66,0.64,53,40,55,A4
3.88,0.64,53,57,42,C2
1.66,3.17,52,40,56,B2
0.55,3.17,48,53,55,A3
3.88,0.64,56,73,61,C2
1.66,0.64,52,50,47,A4
1.66,1.9,16,39,56,B1
0.55,3.17,59,56,71,A3
0.55,3.17,46,40,41,A3
0.55,3.17,45,25,60,A3
1.66,3.17,56,51,66,B2
0.55,0.64,49,49,33,A1
0.55,3.17,45,48,61,A3
0.55,3.17,58,27,37,A3
2.77,1.9,52,53,60,B4
2.77,0.64,36,50,47,B3
1.66,3.17,37,24,53,B2
0.55,3.17,58,52,56,A3
0.55,3.17,49,45,35,A3
3.88,0.64,53,56,49,C2
0.55,1.9,47,55,56,A2
1.66,0.64,46,41,44,A4
3.88,0.64,41,48,50,C2
3.88,3.17,57,50,63,C4
2.77,3.17,40,51,53,C1
1.66,3.17,44,40,53,B2
0.55,0.64,58,53,73,A1
1.66,3.17,37,39,52,B2
1.66,1.9,49,41,44,B1
1.66,0.64,58,60,56,A4
3.88,0.64,44,50,43,C2
1.66,0.64,54,47,41,A4
3.88,3.17,43,38,57,C4
1.66,1.9,60,41,57,B1
2.77,1.9,48,40,65,B4
0.55,0.64,31,57,35,A1
1.66,1.9,54,51,77,B1
3.88,1.9,44,42,69,C3
0.55,0.64,38,56,51,A1
2.77,3.17,37,42,68,C1
1.66,3.17,14,50,64,B2
1.66,0.64,37,53,60,A4
0.55,1.9,49,47,48,A2
1.66,3.17,41,44,59,B2
3.88,0.64,51,39,58,C2
2.77,0.64,49,39,49,B3
0.55,0.64,56,41,73,A1
2.77,1.9,53,49,60,B4
1.66,1.9,40,37,44,B1
2.77,0.64,57,52,60,B3
0.55,3.17,52,42,63,A3
2.77,3.17,55,57,57,C1
3.88,0.64,56,44,60,C2
0.55,0.64,60,46,46,A1
2.77,3.17,46,35,47,C1
0.55,1.9,53,49,51,A2
3.88,3.17,55,40,35,C4
2.77,3.17,43,44,47,C1
1.66,1.9,59,45,64,B1
0.55,1.9,44,47,50,A2
0.55,0.64,43,48,48,A1
0.55,1.9,48,53,42,A2
3.88,1.9,54,51,58,C3
2.77,3.17,39,39,69,C1
0.55,1.9,34,48,65,A2
1.66,3.17,50,61,45,B2
1.66,3.17,50,69,63,B2
0.55,0.64,52,40,53,A1
3.88,0.64,51,49,55,C2
1.66,1.9,45,48,48,B1
3.88,1.9,56,40,58,C3
3.88,1.9,51,47,39,C3
0.55,1.9,53,55,40,A2
3.88,0.64,44,48,58,C2
2.77,3.17,49,54,61,C1
0.55,0.64,44,48,59,A1
0.55,0.64,58,46,69,A1
3.88,3.17,49,34,52,C4
2.77,1.9,43,49,58,B4
0.55,3.17,42,50,52,A3
0.55,3.17,56,55,71,A3
3.88,3.17,58,60,57,C4
2.77,3.17,53,63,51,C1
2.77,0.64,31,46,60,B3
1.66,3.17,59,43,61,B2
0.55,1.9,50,40,50,A2
1.66,3.17,41,41,56,B2
0.55,3.17,43,34,79,A3
2.77,3.17,42,40,52,C1
0.55,3.17,54,49,68,A3
2.77,3.17,46,48,41,C1
0.55,0.64,42,35,63,A1
3.88,3.17,48,43,50,C4
3.88,1.9,60,46,66,C3
1.66,1.9,44,50,48,B1
0.55,0.64,59,37,47,A1
3.88,0.64,47,43,38,C2
1.66,3.17,50,45,42,B2
2.77,1.9,37,47,51,B4
3.88,1.9,55,47,31,C3
3.88,1.9,55,44,69,C3
0.55,0.64,47,42,50,A1
1.66,3.17,53,51,54,B2
2.77,3.17,48,40,69,C1
0.55,3.17,51,42,40,A3
2.77,3.17,41,58,33,C1
1.66,0.64,52,51,56,A4
3.88,3.17,50,51,58,C4
2.77,3.17,49,53,52,C1
2.77,0.64,42,45,56,B3
1.66,1.9,58,36,32,B1
1.66,0.64,53,45,62,A4
3.88,1.9,42,56,51,C3
2.77,3.17,57,58,43,C1
3.88,3.17,46,53,30,C4
2.77,3.17,40,47,67,C1
0.55,3.17,59,28,59,A3
0.55,0.64,46,45,54,A1
0.55,1.9,55,50,52,A2
1.66,0.64,51,59,60,A4
2.77,1.9,58,39,42,B4
2.77,0.64,47,46,34,B3
3.88,0.64,50,38,60,C2
3.88,1.9,50,25,60,C3
3.88,0.64,51,54,38,C2
3.88,0.64,48,44,67,C2
0.55,0.64,51,43,50,A1
0.55,3.17,36,51,54,A3
3.88,3.17,40,61,49,C4
3.88,3.17,59,42,77,C4
1.66,0.64,36,48,50,A4
0.55,3.17,46,35,58,A3
2.77,0.64,44,55,62,B3
0.55,3.17,55,45,42,A3
3.88,3.17,48,47,74,C4
3.88,0.64,37,42,58,C2
1.66,1.9,43,47,72,B1
3.88,3.17,50,57,50,C4
3.88,1.9,42,39,67,C3
3.88,1.9,55,28,57,C3
3.88,3.17,50,49,55,C4
2.77,1.9,26,62,47,B4
3.88,1.9,51,54,46,C3
0.55,1.9,53,54,43,A2
2.77,3.17,54,44,49,C1
1.66,3.17,55,55,53,B2
3.88,3.17,52,55,68,C4
2.77,3.17,58,43,51,C1
3.88,1.9,41,51,56,C3
0.55,0.64,60,58,45,A1
2.77,0.64,57,48,58,B3
0.55,0.64,48,49,51,A1
1.66,3.17,31,38,54,B2
0.55,1.9,43,40,71,A2
3.88,0.64,55,43,39,C2
3.88,0.64,42,28,55,C2
1.66,3.17,52,47,55,B2
1.66,0.64,58,52,47,A4
0.55,0.64,54,57,79,A1
3.88,1.9,44,49,64,C3
1.66,3.17,42,50,78,B2
3.88,1.9,37,61,61,C3
0.55,3.17,55,42,63,A3
0.55,1.9,53,55,52,A2
0.55,0.64,53,43,55,A1
3.88,0.64,53,50,54,C2
1.66,3.17,37,41,53,B2
3.88,3.17,57,42,61,C4
1.66,0.64,52,47,73,A4
0.55,3.17,51,39,51,A3
1.66,0.64,56,72,54,A4
3.88,3.17,48,42,53,C4
3.88,1.9,48,55,74,C3
2.77,3.17,40,69,57,C1
1.66,1.9,43,49,55,B1
2.77,1.9,53,46,68,B4
1.66,1.9,56,52,61,B1
3.88,0.64,58,44,62,C2
1.66,3.17,48,45,51,B2
1.66,0.64,45,39,66,A4
3.88,0.64,54,50,68,C2
1.66,3.17,41,38,40,B2
2.77,3.17,54,49,49,C1
2.77,1.9,49,45,52,B4
0.55,0.64,36,51,54,A1
3.88,1.9,47,66,29,C3
3.88,0.64,55,43,74,C2
2.77,0.64,50,43,38,B3
1.66,0.64,57,47,48,A4
2.77,1.9,58,43,45,B4
3.88,0.64,21,39,62,C2
2.77,0.64,52,54,59,B3
2.77,1.9,55,49,48,B4
0.55,0.64,54,46,55,A1
3.88,0.64,52,61,34,C2
2.77,3.17,36,61,46,C1
3.88,1.9,27,53,57,C3
1.66,1.9,52,45,58,B1
0.55,0.64,53,46,47,A1
0.55,1.9,58,41,62,A2
2.77,0.64,48,41,79,B3
1.66,0.64,52,48,47,A4
3.88,0.64,51,38,42,C2
0.55,0.64,56,43,71,A1
1.66,3.17,44,50,55,B2
1.66,3.17,60,46,37,B2
1.66,1.9,41,30,60,B1
1.66,0.64,44,46,52,A4
2.77,3.17,57,50,62,C1
0.55,1.9,45,42,58,A2
2.77,0.64,57,48,67,B3
1.66,0.64,52,41,61,A4
1.66,3.17,58,30,48,B2
3.88,0.64,43,40,65,C2
2.77,1.9,55,42,68,B4
0.55,0.64,50,49,60,A1
0.55,3.17,50,39,58,A3
1.66,0.64,41,45,48,A4
2.77,3.17,51,70,57,C1
0.55,1.9,50,44,49,A2
3.88,1.9,45,59,37,C3
1.66,0.64,53,62,56,A4
0.55,0.64,47,42,65,A1
1.66,3.17,45,40,40,B2
0.55,3.17,37,49,54,A3
1.66,1.9,50,46,54,B1
2.77,1.9,39,49,54,B4
1.66,3.17,57,49,73,B2
2.77,3.17,15,49,50,C1
2.77,1.9,54,45,45,B4
2.77,1.9,54,45,54,B4
3.88,0.64,61,71,28,C2
1.66,0.64,56,28,38,A4
0.55,3.17,46,32,76,A3
2.77,1.9,46,50,64,B4
1.66,1.9,50,49,37,B1
3.88,0.64,44,49,47,C2
3.88,0.64,48,70,51,C2
0.55,0.64,56,44,59,A1
1.66,0.64,55,51,70,A4
2.77,3.17,55,48,62,C1
1.66,0.64,48,44,61,A4
3.88,0.64,59,46,58,C2
3.88,3.17,54,46,57,C4
3.88,0.64,60,40,57,C2
2.77,3.17,47,45,39,C1
0.55,3.17,55,49,49,A3
2.77,0.64,52,51,49,B3
2.77,0.64,49,40,52,B3
1.66,1.9,44,52,51,B1
2.77,0.64,42,48,46,B3
2.77,0.64,53,34,63,B3
1.66,3.17,52,69,48,B2
1.66,0.64,38,39,54,A4
1.66,3.17,61,46,54,B2
1.66,0.64,57,43,63,A4
0.55,3.17,57,59,52,A3
2.77,1.9,55,42,63,B4
3.88,3.17,53,44,53,C4
2.77,0.64,49,49,57,B3
0.55,3.17,47,47,51,A3
0.55,1.9,42,39,60,A2
3.88,1.9,51,38,61,C3
2.77,0.64,58,37,42,B3
2.77,3.17,48,50,62,C1
2.77,0.64,56,64,72,B3
1.66,1.9,54,49,46,B1
1.66,3.17,57,53,28,B2
0.55,3.17,56,64,48,A3
3.88,0.64,38,50,59,C2
1.66,0.64,53,46,40,A4
2.77,3.17,58,51,77,C1
2.77,0.64,52,42,48,B3
2.77,0.64,59,57,72,B3
1.66,3.17,46,54,55,B2
0.55,3.17,21,43,50,A3
2.77,0.64,56,51,41,B3
1.66,1.9,56,51,51,B1
0.55,3.17,49,44,30,A3
0.55,0.64,48,45,43,A1
1.66,1.9,52,44,46,B1
1.66,0.64,38,41,47,A4
3.88,0.64,45,45,39,C2
0.55,1.9,41,39,57,A2
0.55,0.64,55,58,32,A1
1.66,0.64,43,62,67,A4
0.55,0.64,46,54,72,A1
0.55,3.17,45,51,45,A3
0.55,0.64,45,42,67,A1
1.66,1.9,56,54,54,B1
0.55,1.9,44,53,46,A2
3.88,3.17,51,48,35,C4
