x,y,RSSIA,RSSIB,RSSIC,RP
2.77,3.17,55,51,63,C1
2.77,0.64,48,47,62,B3
2.77,3.17,45,49,61,C1
0.55,1.9,49,53,55,A2
0.55,1.9,44,53,61,A2
0.55,1.9,48,55,43,A2
3.88,1.9,42,45,51,C3
3.88,3.17,55,60,51,C4
2.77,3.17,53,48,51,C1
0.55,1.9,37,55,48,A2
0.55,0.64,53,38,64,A1
2.77,0.64,53,43,61,B3
3.88,3.17,57,55,52,C4
2.77,0.64,51,43,57,B3
2.77,1.9,42,50,63,B4
0.55,0.64,52,41,65,A1
3.88,1.9,49,44,52,C3
0.55,1.9,48,42,56,A2
2.77,0.64,53,47,62,B3
1.66,3.17,40,60,42,B2
1.66,1.9,38,54,40,B1
0.55,1.9,49,55,64,A2
0.55,1.9,44,55,56,A2
0.55,1.9,45,57,54,A2
2.77,3.17,51,49,56,C1
2.77,0.64,48,47,60,B3
3.88,3.17,57,63,51,C4
0.55,1.9,41,55,35,A2
0.55,1.9,45,44,49,A2
1.66,3.17,43,58,44,B2
2.77,1.9,51,59,35,B4
2.77,1.9,48,57,46,B4
2.77,0.64,43,42,61,B3
3.88,3.17,57,55,50,C4
0.55,0.64,47,44,62,A1
3.88,1.9,41,46,49,C3
1.66,1.9,44,44,56,B1
2.77,1.9,50,50,61,B4
1.66,1.9,41,61,46,B1
0.55,0.64,56,54,61,A1
2.77,3.17,51,51,64,C1
2.77,0.64,51,50,59,B3
0.55,0.64,52,46,56,A1
3.88,1.9,45,48,49,C3
3.88,3.17,45,54,52,C4
0.55,1.9,46,55,54,A2
0.55,3.17,52,57,46,A3
3.88,3.17,56,58,51,C4
3.88,1.9,47,45,51,C3
2.77,0.64,51,42,63,B3
2.77,3.17,49,51,55,C1
3.88,3.17,56,57,52,C4
2.77,3.17,50,50,64,C1
1.66,3.17,40,61,38,B2
2.77,3.17,46,44,54,C1
3.88,1.9,45,55,51,C3
2.77,3.17,51,49,61,C1
1.66,3.17,39,55,45,B2
1.66,3.17,40,57,43,B2
3.88,1.9,42,44,53,C3
0.55,1.9,47,54,61,A2
2.77,0.64,51,44,58,B3
2.77,0.64,48,51,62,B3
1.66,3.17,38,46,51,B2
2.77,0.64,51,43,61,B3
3.88,3.17,56,57,51,C4
2.77,3.17,52,51,64,C1
0.55,1.9,41,56,44,A2
2.77,0.64,51,44,56,B3
3.88,3.17,56,55,51,C4
2.77,1.9,43,48,55,B4
2.77,0.64,51,44,62,B3
3.88,3.17,58,54,52,C4
3.88,3.17,57,61,52,C4
0.55,0.64,55,43,62,A1
0.55,1.9,51,51,55,A2
3.88,1.9,48,45,50,C3
2.77,3.17,47,48,56,C1
2.77,1.9,48,49,64,B4
0.55,1.9,42,55,54,A2
0.55,0.64,48,43,60,A1
2.77,0.64,46,44,62,B3
3.88,3.17,57,53,52,C4
1.66,3.17,41,58,50,B2
1.66,0.64,53,47,54,A4
3.88,3.17,55,54,52,C4
2.77,3.17,52,49,63,C1
3.88,3.17,57,55,51,C4
2.77,1.9,47,56,57,B4
2.77,1.9,41,52,51,B4
2.77,3.17,50,52,57,C1
2.77,0.64,51,46,60,B3
3.88,3.17,55,59,50,C4
3.88,3.17,55,54,51,C4
2.77,3.17,43,48,63,C1
2.77,0.64,50,47,61,B3
0.55,0.64,57,39,64,A1
2.77,0.64,51,47,57,B3
0.55,0.64,43,47,66,A1
0.55,1.9,41,54,39,A2
1.66,0.64,57,43,62,A4
1.66,3.17,41,50,43,B2
0.55,1.9,43,57,51,A2
3.88,1.9,41,50,49,C3
0.55,0.64,49,45,62,A1
3.88,0.64,44,43,51,C2
0.55,1.9,48,54,50,A2
0.55,0.64,51,42,62,A1
3.88,3.17,54,54,51,C4
0.55,1.9,50,47,38,A2
2.77,3.17,50,51,63,C1
1.66,0.64,44,54,51,A4
2.77,0.64,54,42,62,B3
3.88,3.17,45,44,58,C4
2.77,3.17,48,52,61,C1
3.88,1.9,49,48,49,C3
3.88,0.64,44,43,56,C2
3.88,3.17,55,56,54,C4
2.77,1.9,50,49,55,B4
2.77,0.64,47,43,63,B3
3.88,1.9,46,48,50,C3
3.88,3.17,54,63,51,C4
1.66,3.17,55,53,50,B2
3.88,1.9,42,49,50,C3
3.88,3.17,56,61,51,C4
0.55,0.64,57,46,62,A1
1.66,3.17,39,58,40,B2
2.77,3.17,48,48,49,C1
3.88,3.17,53,57,38,C4
1.66,3.17,42,49,40,B2
2.77,0.64,47,47,61,B3
0.55,0.64,52,42,64,A1
3.88,3.17,55,56,51,C4
0.55,0.64,45,43,61,A1
0.55,1.9,46,55,57,A2
3.88,3.17,57,54,52,C4
3.88,3.17,56,52,52,C4
0.55,0.64,48,42,64,A1
1.66,1.9,41,55,55,B1
3.88,1.9,47,46,49,C3
0.55,1.9,47,56,66,A2
3.88,1.9,42,45,50,C3
3.88,3.17,56,52,51,C4
3.88,0.64,48,44,60,C2
2.77,0.64,53,46,60,B3
3.88,3.17,55,49,52,C4
0.55,1.9,40,49,63,A2
3.88,3.17,55,55,51,C4
3.88,1.9,46,51,50,C3
3.88,3.17,57,55,52,C4
3.88,0.64,41,48,49,C2
3.88,3.17,54,51,50,C4
2.77,3.17,43,49,42,C1
2.77,0.64,48,45,62,B3
2.77,0.64,49,50,61,B3
2.77,3.17,48,52,63,C1
2.77,0.64,55,44,63,B3
1.66,3.17,40,49,33,B2
3.88,1.9,43,47,51,C3
2.77,3.17,45,50,60,C1
1.66,0.64,48,59,56,A4
3.88,3.17,45,53,51,C4
2.77,0.64,52,45,63,B3
3.88,1.9,47,49,60,C3
3.88,1.9,56,47,52,C3
3.88,3.17,56,61,50,C4
3.88,3.17,54,55,51,C4
0.55,0.64,47,43,63,A1
3.88,3.17,54,56,51,C4
3.88,1.9,47,45,49,C3
3.88,3.17,56,58,51,C4
1.66,1.9,44,41,54,B1
0.55,0.64,56,44,67,A1
0.55,1.9,45,56,51,A2
0.55,1.9,45,55,54,A2
3.88,3.17,58,53,51,C4
0.55,0.64,50,46,62,A1
3.88,1.9,46,44,49,C3
2.77,0.64,50,49,60,B3
1.66,3.17,44,56,51,B2
