x,y,RSSIA,RSSIB,RSSIC,RP
3.88,3.17,56,58,51,C4
2.77,0.64,53,45,64,B3
0.55,0.64,52,44,62,A1
0.55,0.64,55,43,50,A1
2.77,0.64,50,44,59,B3
1.66,3.17,39,57,40,B2
3.88,3.17,55,58,50,C4
3.88,3.17,53,54,50,C4
3.88,1.9,46,46,51,C3
2.77,0.64,53,42,63,B3
2.77,1.9,46,55,65,B4
2.77,1.9,43,54,55,B4
0.55,1.9,52,55,54,A2
0.55,1.9,51,61,63,A2
2.77,3.17,49,50,65,C1
2.77,1.9,46,49,55,B4
2.77,1.9,39,50,57,B4
2.77,1.9,44,50,62,B4
0.55,0.64,49,46,63,A1
3.88,1.9,43,55,54,C3
3.88,1.9,45,45,50,C3
0.55,1.9,48,54,50,A2
0.55,0.64,56,45,65,A1
3.88,0.64,50,43,56,C2
2.77,1.9,47,52,56,B4
3.88,3.17,59,56,51,C4
1.66,0.64,43,47,43,A4
3.88,1.9,38,61,37,C3
2.77,1.9,51,50,54,B4
3.88,3.17,53,54,52,C4
3.88,1.9,48,47,50,C3
2.77,0.64,52,44,57,B3
2.77,0.64,52,44,62,B3
0.55,0.64,44,41,63,A1
2.77,1.9,44,55,50,B4
2.77,0.64,51,44,55,B3
2.77,3.17,44,52,61,C1
3.88,1.9,50,47,50,C3
0.55,1.9,51,56,56,A2
2.77,3.17,50,50,64,C1
3.88,3.17,54,52,51,C4
3.88,1.9,57,44,51,C3
2.77,0.64,43,48,61,B3
0.55,0.64,55,42,60,A1
3.88,3.17,57,59,52,C4
3.88,1.9,55,47,50,C3
0.55,1.9,44,55,65,A2
0.55,1.9,45,55,54,A2
3.88,3.17,44,54,50,C4
2.77,3.17,49,57,62,C1
3.88,1.9,45,47,52,C3
1.66,3.17,36,62,44,B2
0.55,0.64,52,50,62,A1
3.88,1.9,51,48,42,C3
2.77,3.17,40,50,65,C1
3.88,0.64,44,46,54,C2
3.88,1.9,46,55,57,C3
2.77,0.64,46,44,67,B3
3.88,1.9,45,49,50,C3
0.55,0.64,54,42,47,A1
0.55,1.9,41,56,52,A2
3.88,1.9,55,47,56,C3
0.55,1.9,43,57,55,A2
2.77,3.17,50,50,43,C1
2.77,3.17,47,49,62,C1
2.77,1.9,44,50,57,B4
0.55,1.9,43,54,43,A2
3.88,3.17,57,56,51,C4
0.55,1.9,46,53,57,A2
3.88,3.17,44,55,52,C4
2.77,0.64,47,43,61,B3
2.77,0.64,49,44,66,B3
3.88,3.17,56,56,50,C4
3.88,3.17,55,54,51,C4
1.66,3.17,38,56,42,B2
2.77,3.17,39,50,55,C1
0.55,0.64,50,45,63,A1
3.88,0.64,54,45,59,C2
0.55,0.64,49,43,64,A1
1.66,3.17,38,58,46,B2
3.88,1.9,50,48,51,C3
3.88,1.9,45,47,51,C3
0.55,1.9,46,58,56,A2
1.66,3.17,41,56,34,B2
3.88,3.17,54,55,52,C4
3.88,3.17,56,55,52,C4
0.55,1.9,49,55,65,A2
2.77,3.17,38,44,55,C1
3.88,1.9,40,47,53,C3
2.77,0.64,53,44,66,B3
2.77,3.17,51,48,65,C1
3.88,1.9,50,43,50,C3
3.88,3.17,56,56,51,C4
1.66,3.17,40,58,43,B2
0.55,1.9,36,62,54,A2
2.77,0.64,52,43,61,B3
1.66,0.64,53,43,66,A4
3.88,1.9,43,49,50,C3
3.88,3.17,55,55,52,C4
1.66,3.17,37,51,44,B2
3.88,3.17,56,53,50,C4
3.88,3.17,55,56,50,C4
2.77,0.64,53,46,66,B3
1.66,3.17,43,63,35,B2
0.55,1.9,47,53,55,A2
0.55,1.9,45,61,56,A2
3.88,3.17,57,57,52,C4
2.77,1.9,52,50,54,B4
2.77,1.9,48,50,57,B4
1.66,0.64,51,43,63,A4
0.55,1.9,49,56,56,A2
1.66,0.64,42,59,47,A4
1.66,3.17,40,57,33,B2
2.77,0.64,49,44,63,B3
2.77,0.64,52,43,63,B3
2.77,3.17,52,56,63,C1
0.55,0.64,41,44,66,A1
0.55,1.9,41,53,64,A2
2.77,1.9,54,44,44,B4
3.88,1.9,46,57,50,C3
2.77,3.17,38,49,63,C1
2.77,3.17,42,50,64,C1
2.77,3.17,49,50,64,C1
3.88,1.9,53,46,50,C3
3.88,3.17,55,54,52,C4
2.77,3.17,45,51,55,C1
2.77,1.9,45,56,65,B4
2.77,0.64,49,44,60,B3
0.55,1.9,49,56,64,A2
2.77,1.9,51,54,60,B4
3.88,1.9,46,48,50,C3
3.88,1.9,48,61,49,C3
0.55,0.64,51,49,64,A1
3.88,3.17,44,62,37,C4
3.88,3.17,43,56,51,C4
0.55,0.64,54,40,64,A1
1.66,0.64,52,43,63,A4
3.88,0.64,50,46,61,C2
2.77,0.64,50,43,63,B3
3.88,3.17,55,64,51,C4
0.55,1.9,36,49,42,A2
2.77,0.64,45,44,65,B3
0.55,0.64,44,45,63,A1
2.77,1.9,47,56,54,B4
0.55,0.64,50,42,60,A1
2.77,0.64,47,46,63,B3
2.77,0.64,51,44,64,B3
2.77,0.64,52,47,55,B3
2.77,0.64,51,50,61,B3
2.77,3.17,48,50,62,C1
0.55,1.9,47,55,55,A2
3.88,3.17,54,60,50,C4
3.88,0.64,54,40,63,C2
3.88,3.17,56,54,50,C4
2.77,0.64,43,44,63,B3
3.88,3.17,57,56,51,C4
3.88,3.17,54,56,52,C4
0.55,1.9,49,55,57,A2
0.55,0.64,55,40,60,A1
3.88,1.9,41,46,50,C3
3.88,3.17,56,66,51,C4
3.88,1.9,41,47,51,C3
3.88,3.17,56,55,52,C4
0.55,0.64,53,44,65,A1
0.55,0.64,48,46,61,A1
0.55,1.9,40,57,56,A2
2.77,1.9,42,49,57,B4
1.66,3.17,40,48,34,B2
2.77,0.64,45,44,48,B3
3.88,1.9,44,45,50,C3
0.55,0.64,44,43,60,A1
2.77,0.64,51,47,64,B3
3.88,3.17,56,54,52,C4
1.66,3.17,51,53,54,B2
2.77,3.17,38,56,62,C1
2.77,3.17,48,52,58,C1
2.77,0.64,51,52,64,B3
3.88,3.17,55,55,51,C4
0.55,0.64,50,42,60,A1
2.77,3.17,49,52,64,C1
3.88,3.17,55,54,51,C4
3.88,1.9,39,57,35,C3
0.55,1.9,44,56,44,A2
0.55,0.64,56,40,61,A1
3.88,1.9,43,46,52,C3
3.88,3.17,56,59,52,C4
0.55,1.9,48,52,55,A2
0.55,1.9,44,54,55,A2
3.88,0.64,56,46,65,C2
2.77,1.9,47,45,56,B4
3.88,1.9,57,56,50,C3
0.55,1.9,48,47,54,A2
2.77,0.64,52,52,62,B3
0.55,0.64,54,44,57,A1
2.77,0.64,52,47,52,B3
1.66,3.17,38,45,46,B2
2.77,3.17,44,50,63,C1
2.77,1.9,48,56,53,B4
2.77,0.64,49,43,44,B3
3.88,0.64,45,48,50,C2
1.66,1.9,42,43,49,B1
3.88,1.9,42,45,36,C3
0.55,0.64,56,43,65,A1
3.88,1.9,45,48,52,C3
0.55,0.64,50,43,63,A1
0.55,0.64,57,43,63,A1
2.77,1.9,40,52,56,B4
3.88,1.9,45,47,50,C3
0.55,1.9,38,56,53,A2
3.88,3.17,57,55,50,C4
3.88,1.9,45,45,55,C3
2.77,1.9,51,56,54,B4
1.66,1.9,38,60,55,B1
1.66,1.9,43,55,56,B1
2.77,0.64,49,43,65,B3
2.77,0.64,53,44,61,B3
3.88,1.9,41,48,49,C3
0.55,0.64,49,39,62,A1
3.88,1.9,48,45,50,C3
2.77,3.17,43,50,54,C1
1.66,3.17,43,57,53,B2
3.88,1.9,56,46,49,C3
2.77,0.64,53,47,64,B3
3.88,1.9,44,46,50,C3
3.88,3.17,55,55,52,C4
1.66,3.17,39,48,44,B2
0.55,0.64,54,59,57,A1
2.77,3.17,50,51,56,C1
3.88,0.64,47,49,50,C2
0.55,0.64,40,44,67,A1
3.88,3.17,56,55,51,C4
2.77,0.64,52,45,66,B3
2.77,0.64,44,47,63,B3
3.88,1.9,39,59,50,C3
3.88,3.17,56,55,51,C4
3.88,1.9,51,46,50,C3
2.77,0.64,53,42,65,B3
2.77,0.64,52,44,65,B3
3.88,1.9,40,45,49,C3
0.55,1.9,42,52,60,A2
3.88,1.9,52,48,50,C3
2.77,1.9,51,49,57,B4
2.77,0.64,47,50,55,B3
3.88,3.17,55,55,51,C4
3.88,3.17,57,54,50,C4
3.88,0.64,44,47,62,C2
3.88,1.9,42,53,69,C3
0.55,0.64,55,41,64,A1
3.88,3.17,55,56,52,C4
0.55,0.64,55,53,55,A1
2.77,0.64,42,42,59,B3
0.55,0.64,53,41,62,A1
2.77,1.9,48,57,56,B4
0.55,0.64,57,55,61,A1
0.55,3.17,38,45,63,A3
2.77,3.17,47,51,62,C1
1.66,0.64,56,42,54,A4
2.77,1.9,47,50,50,B4
3.88,3.17,53,57,52,C4
3.88,1.9,38,45,51,C3
3.88,3.17,55,57,42,C4
0.55,0.64,56,40,63,A1
0.55,1.9,50,50,57,A2
3.88,3.17,57,50,51,C4
3.88,3.17,45,54,52,C4
2.77,1.9,48,54,55,B4
2.77,0.64,50,44,60,B3
3.88,1.9,50,47,39,C3
2.77,0.64,54,42,64,B3
2.77,0.64,51,42,61,B3
3.88,3.17,56,60,51,C4
3.88,1.9,40,62,46,C3
0.55,0.64,53,45,63,A1
1.66,0.64,51,57,55,A4
2.77,0.64,50,49,56,B3
1.66,3.17,38,58,46,B2
0.55,0.64,51,45,63,A1
2.77,3.17,50,50,57,C1
3.88,3.17,41,57,51,C4
2.77,0.64,56,42,58,B3
2.77,1.9,52,54,64,B4
0.55,3.17,40,55,49,A3
0.55,0.64,54,44,62,A1
3.88,1.9,49,47,50,C3
3.88,1.9,48,45,49,C3
0.55,0.64,57,43,63,A1
0.55,1.9,49,54,55,A2
2.77,0.64,51,43,62,B3
1.66,3.17,37,53,40,B2
3.88,3.17,55,57,52,C4
2.77,1.9,45,52,60,B4
2.77,3.17,48,50,62,C1
3.88,3.17,45,60,51,C4
3.88,3.17,56,54,51,C4
1.66,3.17,55,50,44,B2
3.88,1.9,56,47,50,C3
0.55,0.64,50,45,60,A1
2.77,3.17,49,51,61,C1
2.77,0.64,49,45,58,B3
2.77,0.64,49,42,64,B3
2.77,0.64,52,44,64,B3
2.77,3.17,50,49,62,C1
0.55,0.64,51,46,56,A1
3.88,1.9,50,47,50,C3
2.77,3.17,49,52,63,C1
2.77,1.9,56,51,59,B4
2.77,1.9,42,51,54,B4
2.77,0.64,52,45,56,B3
2.77,3.17,50,50,66,C1
3.88,3.17,44,44,50,C4
0.55,3.17,38,61,51,A3
0.55,0.64,56,42,65,A1
1.66,0.64,49,44,61,A4
1.66,3.17,40,62,38,B2
3.88,0.64,54,48,53,C2
3.88,1.9,45,45,49,C3
0.55,1.9,44,64,56,A2
0.55,0.64,47,53,64,A1
3.88,3.17,55,63,52,C4
3.88,1.9,47,45,50,C3
1.66,1.9,37,49,46,B1
0.55,0.64,52,46,66,A1
2.77,0.64,48,45,60,B3
1.66,3.17,39,51,36,B2
3.88,3.17,55,55,52,C4
0.55,0.64,44,43,62,A1
3.88,1.9,41,46,50,C3
0.55,0.64,48,45,63,A1
3.88,1.9,43,46,50,C3
3.88,3.17,57,64,51,C4
0.55,1.9,43,54,52,A2
1.66,3.17,40,61,39,B2
1.66,1.9,39,58,55,B1
0.55,0.64,41,45,61,A1
2.77,0.64,56,49,55,B3
0.55,0.64,57,43,65,A1
2.77,0.64,49,44,61,B3
0.55,1.9,41,43,58,A2
0.55,0.64,50,55,67,A1
0.55,1.9,53,57,58,A2
3.88,3.17,55,54,52,C4
2.77,0.64,50,44,60,B3
3.88,3.17,55,54,52,C4
3.88,1.9,45,56,51,C3
3.88,1.9,51,48,62,C3
1.66,1.9,45,52,55,B1
0.55,0.64,56,44,61,A1
3.88,3.17,58,52,52,C4
3.88,0.64,43,50,59,C2
2.77,1.9,51,48,63,B4
3.88,0.64,53,55,51,C2
1.66,3.17,37,50,52,B2
3.88,1.9,43,55,50,C3
1.66,0.64,50,45,60,A4
0.55,1.9,42,55,42,A2
0.55,0.64,53,42,64,A1
2.77,0.64,58,43,55,B3
3.88,3.17,55,53,51,C4
1.66,3.17,41,51,44,B2
0.55,1.9,36,54,48,A2
1.66,0.64,53,43,60,A4
3.88,1.9,40,46,50,C3
2.77,0.64,53,45,62,B3
0.55,1.9,49,54,54,A2
2.77,3.17,49,55,56,C1
0.55,1.9,44,55,56,A2
1.66,1.9,39,57,46,B1
0.55,1.9,52,55,57,A2
0.55,1.9,47,57,58,A2
3.88,3.17,53,58,51,C4
1.66,1.9,40,55,55,B1
1.66,0.64,47,47,55,A4
0.55,1.9,47,50,57,A2
3.88,1.9,45,49,50,C3
0.55,0.64,47,44,64,A1
3.88,1.9,55,44,42,C3
3.88,0.64,47,45,61,C2
0.55,0.64,47,44,64,A1
3.88,3.17,56,56,51,C4
2.77,0.64,54,42,64,B3
2.77,1.9,40,56,53,B4
3.88,1.9,41,46,50,C3
3.88,3.17,57,54,52,C4
1.66,0.64,50,45,62,A4
3.88,1.9,41,59,51,C3
0.55,1.9,39,58,41,A2
2.77,0.64,48,45,55,B3
1.66,0.64,43,43,61,A4
2.77,1.9,40,53,54,B4
0.55,1.9,47,54,54,A2
3.88,1.9,48,47,50,C3
0.55,1.9,43,48,56,A2
2.77,3.17,47,50,42,C1
3.88,3.17,56,65,51,C4
2.77,3.17,47,51,63,C1
0.55,1.9,42,56,51,A2
0.55,0.64,39,41,59,A1
2.77,3.17,47,56,64,C1
2.77,3.17,43,48,64,C1
2.77,1.9,48,45,62,B4
3.88,1.9,42,47,51,C3
3.88,3.17,42,56,50,C4
1.66,3.17,41,42,32,B2
1.66,0.64,46,50,56,A4
2.77,0.64,54,42,58,B3
3.88,1.9,55,47,51,C3
0.55,1.9,40,55,53,A2
3.88,1.9,40,45,50,C3
3.88,1.9,46,49,50,C3
3.88,0.64,48,46,61,C2
3.88,1.9,43,44,50,C3
3.88,0.64,42,46,60,C2
3.88,3.17,54,54,50,C4
3.88,3.17,56,61,52,C4
2.77,3.17,48,51,61,C1
0.55,1.9,46,50,56,A2
2.77,3.17,50,51,60,C1
3.88,1.9,49,61,51,C3
2.77,0.64,53,43,57,B3
3.88,0.64,58,49,51,C2
3.88,3.17,58,61,51,C4
3.88,1.9,45,46,51,C3
3.88,1.9,37,47,51,C3
1.66,1.9,44,55,55,B1
2.77,0.64,51,45,56,B3
0.55,0.64,48,40,66,A1
3.88,0.64,46,46,62,C2
2.77,1.9,48,54,55,B4
3.88,1.9,48,49,51,C3
3.88,1.9,56,48,51,C3
2.77,0.64,53,45,63,B3
2.77,3.17,44,50,56,C1
3.88,1.9,49,48,50,C3
0.55,0.64,47,42,65,A1
3.88,3.17,54,53,50,C4
0.55,1.9,44,55,56,A2
1.66,0.64,44,42,42,A4
2.77,1.9,46,54,52,B4
2.77,0.64,53,45,65,B3
0.55,1.9,47,56,55,A2
0.55,0.64,39,40,61,A1
1.66,3.17,39,65,44,B2
3.88,1.9,38,48,50,C3
3.88,1.9,38,47,51,C3
0.55,0.64,49,56,64,A1
3.88,1.9,46,48,50,C3
2.77,0.64,53,44,60,B3
0.55,0.64,49,45,65,A1
2.77,3.17,46,50,66,C1
3.88,3.17,56,62,52,C4
2.77,1.9,52,42,54,B4
0.55,0.64,45,54,65,A1
3.88,0.64,39,46,49,C2
0.55,1.9,44,54,56,A2
2.77,1.9,48,45,54,B4
3.88,3.17,54,53,51,C4
0.55,1.9,43,57,41,A2
2.77,3.17,43,61,56,C1
3.88,1.9,42,47,50,C3
3.88,3.17,44,55,51,C4
0.55,1.9,39,56,48,A2
3.88,3.17,55,56,52,C4
0.55,1.9,50,54,54,A2
3.88,3.17,54,58,51,C4
3.88,3.17,56,55,52,C4
3.88,3.17,43,55,52,C4
0.55,1.9,46,55,56,A2
2.77,3.17,51,51,60,C1
0.55,1.9,50,56,54,A2
2.77,0.64,48,55,41,B3
0.55,0.64,42,41,61,A1
0.55,0.64,48,45,66,A1
3.88,3.17,57,54,52,C4
3.88,1.9,46,49,54,C3
0.55,1.9,44,56,63,A2
1.66,3.17,43,62,42,B2
3.88,3.17,57,55,50,C4
2.77,3.17,43,50,64,C1
3.88,3.17,58,57,52,C4
3.88,3.17,43,60,51,C4
0.55,0.64,55,46,62,A1
1.66,0.64,44,44,56,A4
2.77,1.9,46,54,55,B4
3.88,3.17,57,60,51,C4
2.77,3.17,51,54,55,C1
2.77,1.9,46,51,41,B4
1.66,1.9,42,54,52,B1
0.55,0.64,54,44,65,A1
2.77,0.64,53,43,61,B3
3.88,3.17,58,56,51,C4
0.55,1.9,47,50,42,A2
0.55,0.64,51,42,67,A1
2.77,0.64,46,50,56,B3
3.88,3.17,57,54,51,C4
2.77,0.64,52,48,61,B3
2.77,3.17,47,52,60,C1
0.55,1.9,44,55,54,A2
0.55,1.9,51,55,55,A2
0.55,0.64,53,55,64,A1
3.88,0.64,55,44,51,C2
2.77,0.64,52,46,50,B3
0.55,1.9,42,53,57,A2
2.77,1.9,44,48,54,B4
2.77,1.9,48,50,53,B4
2.77,0.64,51,44,54,B3
2.77,3.17,40,49,44,C1
1.66,3.17,39,61,49,B2
2.77,1.9,51,50,62,B4
2.77,3.17,49,50,62,C1
1.66,0.64,56,44,56,A4
3.88,3.17,42,55,50,C4
1.66,1.9,45,55,42,B1
0.55,1.9,49,53,46,A2
0.55,0.64,41,43,64,A1
3.88,3.17,53,55,51,C4
2.77,3.17,48,43,59,C1
3.88,1.9,42,47,51,C3
2.77,3.17,48,49,63,C1
2.77,3.17,51,51,56,C1
1.66,3.17,42,51,40,B2
1.66,3.17,36,58,46,B2
2.77,0.64,44,53,64,B3
3.88,3.17,56,54,52,C4
1.66,3.17,43,56,42,B2
1.66,3.17,37,50,42,B2
2.77,3.17,45,51,63,C1
2.77,3.17,50,51,56,C1
2.77,1.9,50,49,64,B4
3.88,1.9,58,47,51,C3
3.88,3.17,55,55,51,C4
1.66,3.17,38,59,45,B2
3.88,1.9,41,47,51,C3
2.77,0.64,51,45,62,B3
2.77,0.64,50,47,54,B3
0.55,0.64,49,41,64,A1
3.88,1.9,52,47,53,C3
1.66,1.9,51,54,55,B1
3.88,1.9,43,49,49,C3
0.55,0.64,54,41,62,A1
3.88,3.17,56,55,50,C4
3.88,1.9,54,47,51,C3
2.77,3.17,46,51,57,C1
0.55,1.9,47,54,54,A2
0.55,0.64,51,46,62,A1
3.88,3.17,56,55,51,C4
3.88,1.9,51,45,50,C3
3.88,0.64,43,45,51,C2
3.88,3.17,50,63,52,C4
0.55,1.9,44,55,58,A2
2.77,3.17,41,50,64,C1
0.55,0.64,44,54,60,A1
0.55,1.9,41,54,59,A2
3.88,1.9,41,57,51,C3
2.77,0.64,53,47,54,B3
3.88,1.9,40,49,50,C3
3.88,1.9,45,47,56,C3
3.88,1.9,46,44,51,C3
3.88,1.9,42,49,51,C3
1.66,1.9,41,54,46,B1
2.77,1.9,51,49,55,B4
0.55,0.64,45,44,67,A1
2.77,3.17,50,52,62,C1
2.77,0.64,51,47,61,B3
0.55,0.64,45,44,66,A1
1.66,3.17,56,61,51,B2
3.88,1.9,43,45,55,C3
1.66,0.64,45,47,45,A4
0.55,0.64,53,42,65,A1
2.77,3.17,39,54,62,C1
0.55,1.9,41,54,48,A2
3.88,3.17,56,56,51,C4
1.66,0.64,50,52,58,A4
0.55,0.64,51,45,64,A1
2.77,3.17,52,48,63,C1
3.88,0.64,47,45,51,C2
0.55,1.9,41,53,55,A2
0.55,0.64,46,46,61,A1
1.66,3.17,37,57,38,B2
2.77,1.9,47,50,55,B4
3.88,3.17,55,57,51,C4
2.77,3.17,41,50,55,C1
0.55,1.9,50,55,56,A2
0.55,1.9,39,56,53,A2
2.77,3.17,49,50,40,C1
3.88,1.9,44,63,49,C3
3.88,1.9,44,47,38,C3
3.88,1.9,50,46,50,C3
0.55,1.9,44,49,65,A2
2.77,3.17,45,49,64,C1
0.55,1.9,41,47,50,A2
2.77,3.17,49,55,63,C1
1.66,3.17,40,59,33,B2
2.77,3.17,49,50,64,C1
0.55,1.9,40,56,42,A2
3.88,1.9,42,46,51,C3
0.55,1.9,43,55,57,A2
0.55,1.9,39,57,67,A2
0.55,1.9,46,53,55,A2
0.55,0.64,38,46,65,A1
2.77,3.17,40,49,65,C1
3.88,1.9,44,48,50,C3
2.77,0.64,45,41,59,B3
2.77,0.64,53,45,62,B3
3.88,3.17,58,53,51,C4
3.88,3.17,56,58,51,C4
0.55,0.64,52,45,59,A1
0.55,1.9,57,56,55,A2
0.55,0.64,41,44,64,A1
3.88,0.64,53,41,56,C2
2.77,0.64,50,46,60,B3
0.55,1.9,45,55,68,A2
3.88,1.9,56,62,53,C3
3.88,3.17,57,55,50,C4
2.77,3.17,46,51,51,C1
3.88,1.9,40,46,49,C3
2.77,3.17,48,49,58,C1
1.66,3.17,41,60,42,B2
3.88,3.17,53,55,51,C4
3.88,0.64,56,47,50,C2
2.77,3.17,50,50,49,C1
0.55,1.9,43,55,57,A2
2.77,0.64,53,45,55,B3
2.77,0.64,49,45,62,B3
2.77,3.17,45,52,60,C1
1.66,3.17,38,50,50,B2
0.55,0.64,44,45,65,A1
0.55,1.9,45,55,54,A2
3.88,1.9,49,43,49,C3
1.66,0.64,45,45,41,A4
0.55,1.9,41,58,56,A2
0.55,0.64,57,45,61,A1
2.77,0.64,45,45,59,B3
3.88,1.9,48,47,50,C3
0.55,1.9,52,56,56,A2
3.88,3.17,56,57,51,C4
2.77,1.9,46,54,53,B4
0.55,1.9,45,55,57,A2
0.55,0.64,47,47,60,A1
3.88,3.17,48,56,51,C4
2.77,3.17,56,60,52,C1
3.88,3.17,53,56,51,C4
2.77,3.17,44,51,61,C1
3.88,1.9,44,46,54,C3
0.55,1.9,41,53,55,A2
3.88,3.17,54,56,52,C4
2.77,1.9,49,54,55,B4
3.88,3.17,54,55,52,C4
0.55,1.9,45,54,58,A2
2.77,0.64,52,45,62,B3
0.55,0.64,44,44,65,A1
2.77,0.64,50,46,58,B3
0.55,1.9,47,57,55,A2
3.88,3.17,55,55,50,C4
0.55,1.9,51,54,39,A2
1.66,0.64,44,45,54,A4
2.77,0.64,52,49,55,B3
3.88,3.17,57,52,52,C4
1.66,3.17,40,47,41,B2
3.88,3.17,54,53,52,C4
1.66,1.9,46,57,53,B1
3.88,3.17,55,56,50,C4
3.88,0.64,47,43,62,C2
3.88,1.9,42,45,50,C3
3.88,3.17,56,45,51,C4
0.55,1.9,48,52,54,A2
3.88,3.17,57,57,50,C4
0.55,1.9,45,54,56,A2
0.55,1.9,38,56,51,A2
3.88,0.64,48,47,33,C2
2.77,0.64,53,49,63,B3
3.88,1.9,54,48,51,C3
2.77,3.17,49,49,55,C1
2.77,0.64,53,41,62,B3
3.88,1.9,51,46,50,C3
3.88,3.17,56,56,52,C4
0.55,1.9,44,55,55,A2
3.88,0.64,53,48,61,C2
3.88,3.17,58,43,52,C4
3.88,3.17,58,56,52,C4
3.88,3.17,57,62,51,C4
2.77,1.9,48,50,64,B4
3.88,1.9,45,56,50,C3
2.77,3.17,43,52,41,C1
2.77,0.64,50,43,39,B3
2.77,0.64,52,44,63,B3
3.88,3.17,55,53,52,C4
1.66,0.64,52,44,55,A4
2.77,1.9,50,55,57,B4
2.77,0.64,53,44,65,B3
0.55,0.64,50,46,63,A1
2.77,3.17,42,51,63,C1
3.88,0.64,56,44,43,C2
2.77,3.17,48,50,65,C1
3.88,3.17,54,50,51,C4
2.77,0.64,52,43,63,B3
0.55,0.64,51,42,65,A1
3.88,3.17,54,54,51,C4
2.77,3.17,49,49,60,C1
2.77,0.64,50,47,63,B3
2.77,0.64,49,43,54,B3
0.55,0.64,54,44,56,A1
3.88,3.17,56,49,52,C4
0.55,1.9,52,52,53,A2
3.88,3.17,53,61,52,C4
3.88,3.17,57,57,51,C4
3.88,1.9,48,46,50,C3
3.88,1.9,41,47,55,C3
3.88,3.17,56,54,52,C4
2.77,1.9,40,56,38,B4
3.88,3.17,55,56,50,C4
0.55,0.64,47,45,62,A1
1.66,3.17,39,61,44,B2
3.88,1.9,54,57,51,C3
2.77,0.64,39,57,55,B3
2.77,1.9,52,51,54,B4
2.77,3.17,48,50,66,C1
3.88,3.17,47,56,52,C4
2.77,0.64,52,46,63,B3
2.77,0.64,48,58,57,B3
0.55,1.9,44,57,52,A2
3.88,3.17,43,53,52,C4
0.55,0.64,54,43,64,A1
2.77,0.64,50,44,63,B3
1.66,1.9,43,49,55,B1
3.88,1.9,41,46,51,C3
2.77,3.17,42,52,55,C1
0.55,1.9,43,54,53,A2
2.77,3.17,39,48,64,C1
0.55,0.64,42,46,66,A1
2.77,3.17,45,49,43,C1
1.66,3.17,41,59,44,B2
2.77,3.17,52,50,39,C1
2.77,3.17,48,54,64,C1
3.88,3.17,57,54,51,C4
2.77,3.17,51,53,64,C1
2.77,3.17,49,50,63,C1
2.77,0.64,46,40,60,B3
0.55,1.9,43,50,39,A2
2.77,3.17,48,50,54,C1
3.88,1.9,56,42,51,C3
3.88,0.64,46,48,49,C2
2.77,0.64,51,47,61,B3
0.55,0.64,55,45,55,A1
0.55,0.64,54,44,50,A1
2.77,3.17,42,51,45,C1
1.66,3.17,42,60,43,B2
0.55,0.64,56,45,64,A1
2.77,0.64,54,43,61,B3
0.55,1.9,50,43,59,A2
2.77,1.9,50,56,55,B4
0.55,0.64,46,42,61,A1
0.55,1.9,42,56,64,A2
3.88,3.17,54,44,51,C4
1.66,3.17,38,59,51,B2
0.55,0.64,54,45,66,A1
2.77,0.64,41,43,54,B3
3.88,0.64,54,47,50,C2
2.77,3.17,49,49,56,C1
1.66,0.64,53,46,50,A4
0.55,1.9,38,55,64,A2
0.55,0.64,53,46,65,A1
2.77,3.17,42,51,54,C1
0.55,1.9,43,54,55,A2
0.55,1.9,37,47,49,A2
0.55,0.64,48,44,65,A1
1.66,3.17,43,51,41,B2
3.88,1.9,41,46,49,C3
3.88,3.17,56,54,51,C4
0.55,1.9,48,54,62,A2
3.88,1.9,53,49,50,C3
1.66,1.9,44,54,56,B1
2.77,0.64,49,46,55,B3
0.55,0.64,49,41,64,A1
3.88,3.17,55,60,50,C4
2.77,1.9,48,57,56,B4
3.88,3.17,43,56,50,C4
3.88,0.64,57,46,52,C2
0.55,3.17,38,55,50,A3
2.77,0.64,58,46,62,B3
1.66,1.9,42,46,54,B1
